Date,Open,High,Low,Close,Change(Pips),Change(%)
5/30/2023 0:00,1941.54,1963.42,1932.11,1958.6,1706,0.87
5/29/2023 0:00,1944.04,1949.6,1940.26,1941.55,-249,-0.13
5/28/2023 0:00,1946.6,1946.6,1941.1,1943.85,-275,-0.14
5/26/2023 0:00,1948.96,1951.22,1938.85,1946.07,-289,-0.15
5/25/2023 0:00,1960.03,1964.62,1938.6,1940.37,-1966,-1.01
5/24/2023 0:00,1975.19,1984.92,1956.4,1959.9,-1529,-0.78
5/23/2023 0:00,1969.94,1977.35,1954.4,1975,506,0.26
5/22/2023 0:00,1981.07,1982.32,1969,1969.58,-1149,-0.58
5/21/2023 0:00,1980.1,1981.36,1977.51,1980.73,63,0.03
5/19/2023 0:00,1958.38,1983.42,1954.03,1977.58,1920,0.97
5/18/2023 0:00,1982.62,1985.76,1951.8,1958.3,-2432,-1.24
5/17/2023 0:00,1988.8,1992.87,1975.2,1982.62,-618,-0.31
5/16/2023 0:00,2014.35,2018.21,1984.7,1989.5,-2485,-1.25
5/15/2023 0:00,2009.53,2021.82,2008.63,2014.35,482,0.24
5/14/2023 0:00,2010.6,2026.59,2007.21,2009.72,-88,-0.04
5/12/2023 0:00,2016.37,2022.06,2000.91,2010.86,-551,-0.27
5/11/2023 0:00,2031.21,2039.93,2011.07,2016.24,-1497,-0.74
5/10/2023 0:00,2036.57,2048.01,2021.61,2031.36,-521,-0.26
5/9/2023 0:00,2021,2037.46,2019,2036.27,1527,0.75
5/8/2023 0:00,2015.8,2029.18,2015.23,2021.22,542,0.27
5/7/2023 0:00,2016.67,2050.25,2014,2015.95,-72,-0.04
5/5/2023 0:00,2049.79,2052.75,1999.63,2016.58,-3321,-1.65
5/4/2023 0:00,2052.78,2059.39,2030.77,2049.8,-298,-0.15
5/3/2023 0:00,2015.1,2071.32,2008.9,2051.93,3683,1.79
5/2/2023 0:00,1981.63,2018.94,1978.5,2015.84,3421,1.7
5/1/2023 0:00,1986.95,2005.35,1977.12,1981.13,-582,-0.29
4/30/2023 0:00,1989.42,2008.25,1986.2,1986.72,-270,-0.14
4/28/2023 0:00,1987.17,1994.59,1977.07,1989.44,227,0.11
4/27/2023 0:00,1991.52,2003.07,1975.03,1986.97,-455,-0.23
4/26/2023 0:00,2000.44,2008.06,1983.51,1991.62,-882,-0.44
4/25/2023 0:00,1994.97,2003.6,1975.91,2000.07,510,0.25
4/24/2023 0:00,1984.62,1996.39,1974.76,1995.35,1073,0.54
4/23/2023 0:00,2001.9,2001.9,1981.1,1984.59,-1731,-0.87
4/21/2023 0:00,2005.27,2005.38,1972.01,1982.91,-2236,-1.13
4/20/2023 0:00,1993.63,2012.1,1990.59,2004.97,1134,0.57
4/19/2023 0:00,2005.74,2007.9,1969.4,1993.6,-1214,-0.61
4/18/2023 0:00,1993.87,2011.58,1991.37,2005.48,1161,0.58
4/17/2023 0:00,2002.62,2014.83,1981.46,1993.9,-872,-0.44
4/16/2023 0:00,2004.03,2022.75,1998.3,2002.8,-123,-0.06
4/14/2023 0:00,2039.56,2047.27,1992.31,2004.11,-3545,-1.77
4/13/2023 0:00,2018.1,2047.65,2015.3,2039.89,2179,1.07
4/12/2023 0:00,2004.87,2027.23,2001.2,2018.09,1322,0.66
4/11/2023 0:00,1992.3,2007.13,1988.4,2004.63,1233,0.62
4/10/2023 0:00,2005.17,2005.71,1981.92,1992.37,-1280,-0.64
4/9/2023 0:00,2020.3,2020.3,1991.22,2005.49,-1481,-0.74
4/7/2023 0:00,2007.05,2007.24,2007.05,2007.24,19,0.01
4/6/2023 0:00,2020.34,2020.87,2000.4,2007.56,-1278,-0.64
4/5/2023 0:00,2021.48,2031.9,2011.36,2020.23,-125,-0.06
4/4/2023 0:00,1984.6,2024.8,1977.2,2021.6,3700,1.83
4/3/2023 0:00,1957.54,1990.39,1949.8,1984.77,2723,1.37
4/2/2023 0:00,1969.3,1972.95,1957.54,1957.65,-1165,-0.6
3/31/2023 0:00,1978.21,1986.75,1966.89,1969.22,-899,-0.46
3/30/2023 0:00,1963.1,1983.9,1955.6,1978.39,1529,0.77
3/29/2023 0:00,1972.27,1972.73,1958.79,1963.15,-912,-0.46
3/28/2023 0:00,1958.2,1975.09,1948.5,1971.86,1366,0.69
3/27/2023 0:00,1975.63,1978.3,1944.42,1958.02,-1761,-0.9
3/26/2023 0:00,1981.7,1981.7,1969.54,1975.72,-598,-0.3
3/24/2023 0:00,1991.37,2002.82,1974.7,1978.42,-1295,-0.65
3/23/2023 0:00,1969.94,2003.22,1966.58,1991.23,2129,1.07
3/22/2023 0:00,1943.12,1977.88,1934.65,1969.57,2645,1.34
3/21/2023 0:00,1977.26,1984.78,1935.51,1942.81,-3445,-1.77
3/20/2023 0:00,1976.47,2009.23,1966.12,1976.52,5,0
3/19/2023 0:00,1988.78,2009.79,1975.4,1976.55,-1223,-0.62
3/17/2023 0:00,1921.34,1988.78,1918.48,1987.46,6612,3.33
3/16/2023 0:00,1921.46,1932.68,1907.66,1921.3,-16,-0.01
3/15/2023 0:00,1902.45,1937.02,1886.09,1921.03,1858,0.97
3/14/2023 0:00,1911.76,1913.93,1896.25,1903.02,-874,-0.46
3/13/2023 0:00,1876.65,1914.4,1871.59,1912.13,3548,1.86
3/12/2023 0:00,1869.6,1893.75,1866.99,1877.59,799,0.43
3/10/2023 0:00,1831.48,1869.82,1827.71,1867.05,3557,1.91
3/9/2023 0:00,1815.07,1835.09,1811.9,1831.37,1630,0.89
3/8/2023 0:00,1813.78,1823.95,1809.2,1815.12,134,0.07
3/7/2023 0:00,1845.36,1851.36,1812.5,1813.82,-3154,-1.74
3/6/2023 0:00,1852.31,1857.96,1844.8,1846.29,-602,-0.33
3/5/2023 0:00,1858.3,1858.31,1852.16,1852.19,-611,-0.33
3/3/2023 0:00,1838.44,1856.3,1837.1,1855.18,1674,0.9
3/2/2023 0:00,1836.5,1838.66,1830.02,1837.66,116,0.06
3/1/2023 0:00,1825.07,1844.03,1823.01,1836.51,1144,0.62
2/28/2023 0:00,1817.13,1830.86,1805.73,1825.49,836,0.46
2/27/2023 0:00,1811.72,1820,1806.69,1817.08,536,0.29
2/26/2023 0:00,1817.1,1817.1,1810.72,1811.8,-530,-0.29
2/24/2023 0:00,1823.16,1827.65,1809,1810.67,-1249,-0.69
2/23/2023 0:00,1825.01,1833.41,1817.8,1823.24,-177,-0.1
2/22/2023 0:00,1835.59,1845.59,1823.47,1825.02,-1057,-0.58
2/21/2023 0:00,1840.82,1843.66,1829.6,1835.5,-532,-0.29
2/20/2023 0:00,1838.79,1847.34,1836.5,1841.65,286,0.16
2/19/2023 0:00,1846.1,1846.1,1837.9,1838.59,-751,-0.41
2/17/2023 0:00,1833.04,1843.46,1819,1842.34,930,0.5
2/16/2023 0:00,1836.51,1845.12,1827.82,1834.22,-229,-0.12
2/15/2023 0:00,1854.94,1859.98,1830.72,1836.51,-1843,-1
2/14/2023 0:00,1854.15,1869.19,1843.57,1854.94,79,0.04
2/13/2023 0:00,1858.95,1866.15,1850.2,1854.34,-461,-0.25
2/10/2023 0:00,1861.96,1871.68,1852.76,1865.28,332,0.18
2/9/2023 0:00,1875.42,1889.77,1858.6,1862.23,-1319,-0.71
2/8/2023 0:00,1872.64,1885.88,1869.11,1874.97,233,0.12
2/7/2023 0:00,1868.34,1883.76,1865.06,1872.94,460,0.25
2/6/2023 0:00,1865.56,1881.18,1863.36,1868.45,289,0.15
2/5/2023 0:00,1870.1,1870.1,1861.2,1865.24,-486,-0.26
2/3/2023 0:00,1915.18,1918.43,1861.5,1865.39,-4979,-2.67
2/2/2023 0:00,1952.5,1959.59,1910.7,1914.79,-3771,-1.97
2/1/2023 0:00,1928.03,1955.95,1920.84,1953.03,2500,1.28
1/31/2023 0:00,1921.59,1930.88,1900.77,1927.31,572,0.3
1/30/2023 0:00,1925.47,1934.32,1920.73,1922.09,-338,-0.18
1/29/2023 0:00,1927.2,1928.67,1924.8,1928.65,145,0.08
1/27/2023 0:00,1927.44,1934.82,1917.6,1927.72,28,0.01
1/26/2023 0:00,1947.56,1948.84,1919.19,1930.33,-1723,-0.89
1/25/2023 0:00,1925.9,1948.72,1920.06,1948.31,2241,1.15
1/24/2023 0:00,1935.7,1939.18,1917.66,1937.01,131,0.07
1/23/2023 0:00,1922.22,1932.67,1911.61,1931.28,906,0.47
1/22/2023 0:00,1925.95,1928.99,1923.7,1927.18,123,0.06
1/20/2023 0:00,1929.68,1937.15,1920.6,1925.78,-390,-0.2
1/19/2023 0:00,1906.93,1934.97,1901.02,1931.96,2503,1.3
1/18/2023 0:00,1908.76,1925.67,1896.1,1906.86,-190,-0.1
1/17/2023 0:00,1915.3,1916.51,1903.85,1908.69,-661,-0.35
1/16/2023 0:00,1917.48,1919.26,1911.34,1917.93,45,0.02
1/15/2023 0:00,1922.2,1922.2,1917.1,1917.19,-501,-0.26
1/13/2023 0:00,1897.89,1921.81,1892.3,1920.12,2223,1.16
1/12/2023 0:00,1876.87,1901.41,1875.82,1897.99,2112,1.11
1/11/2023 0:00,1877.17,1886.46,1867.34,1876.9,-27,-0.01
1/10/2023 0:00,1870.16,1880.45,1867.82,1877.18,702,0.37
1/9/2023 0:00,1869.4,1881.07,1867.13,1870.38,98,0.05
1/8/2023 0:00,1868.3,1869.73,1864.5,1869.52,122,0.07
1/6/2023 0:00,1832.57,1869.65,1831.3,1865.9,3333,1.79
1/5/2023 0:00,1854.83,1858.83,1825.26,1832.66,-2217,-1.21
1/4/2023 0:00,1836.37,1864.84,1836.21,1854.83,1846,1
1/3/2023 0:00,1829.19,1849.88,1825.86,1836.47,728,0.4
1/2/2023 0:00,1825.69,1829.5,1822.9,1829.15,346,0.19
1/1/2023 0:00,1823.58,1826.51,1823.58,1826.51,293,0.16
12/30/2022 0:00,1814.98,1825.69,1812.81,1823.38,840,0.46
12/29/2022 0:00,1804.97,1819.95,1803.37,1814.01,904,0.5
12/28/2022 0:00,1812.27,1814.23,1796.74,1805.69,-658,-0.36
12/27/2022 0:00,1801.52,1832.77,1799.48,1812.36,1084,0.6
12/26/2022 0:00,1806.41,1806.41,1797.89,1801.82,-459,-0.25
12/25/2022 0:00,1806.4,1806.41,1798.06,1806.41,1,0
12/23/2022 0:00,1793.52,1803.01,1790,1798.19,467,0.26
12/22/2022 0:00,1814.8,1820.3,1784.3,1792.31,-2249,-1.25
12/21/2022 0:00,1817.23,1823.3,1810.97,1814.79,-244,-0.13
12/20/2022 0:00,1786.99,1820.66,1784.1,1817.15,3016,1.66
12/19/2022 0:00,1790.08,1798.3,1783.41,1787.2,-288,-0.16
12/18/2022 0:00,1794.4,1794.4,1790.99,1790.99,-341,-0.19
12/16/2022 0:00,1776.09,1794.16,1774,1792.88,1679,0.94
12/15/2022 0:00,1807.58,1807.77,1773.42,1776.43,-3115,-1.75
12/14/2022 0:00,1809.61,1813.37,1796.65,1807.6,-201,-0.11
12/13/2022 0:00,1781.93,1824.15,1780.2,1809.58,2765,1.53
12/12/2022 0:00,1794.79,1795.4,1776.91,1781.92,-1287,-0.72
12/11/2022 0:00,1798.9,1798.9,1794.4,1794.8,-410,-0.23
12/9/2022 0:00,1789.19,1805.92,1787.58,1797.06,787,0.44
12/8/2022 0:00,1787.14,1794.58,1780.3,1789.1,196,0.11
12/7/2022 0:00,1770.71,1790.41,1767.91,1787.06,1635,0.91
12/6/2022 0:00,1768.91,1780.82,1766.1,1770.99,208,0.12
12/5/2022 0:00,1797.6,1809.84,1764.87,1769.12,-2848,-1.61
12/4/2022 0:00,1797.3,1799.25,1794.1,1798.98,168,0.09
12/2/2022 0:00,1802.35,1802.73,1778.65,1797.72,-463,-0.26
12/1/2022 0:00,1773.71,1804.32,1771.41,1802.18,2847,1.58
11/30/2022 0:00,1748.62,1773.35,1746.5,1773.35,2473,1.39
11/29/2022 0:00,1740.86,1758.84,1739.31,1748.66,780,0.45
11/28/2022 0:00,1750.67,1763.43,1738.51,1741.19,-948,-0.54
11/27/2022 0:00,1754.47,1757.39,1749.14,1750.75,-372,-0.21
11/25/2022 0:00,1755.64,1761.05,1745.2,1753.6,-204,-0.12
11/24/2022 0:00,1752.7,1758.52,1751.2,1755.35,265,0.15
11/23/2022 0:00,1741.33,1752.96,1729.8,1752.07,1074,0.61
11/22/2022 0:00,1738.59,1749.48,1735.38,1741.09,250,0.14
11/21/2022 0:00,1751.3,1752.82,1732.11,1738.41,-1289,-0.74
11/20/2022 0:00,1751.72,1752.38,1750.4,1752.2,48,0.03
11/18/2022 0:00,1760.26,1767.55,1746.5,1750.78,-948,-0.54
11/17/2022 0:00,1772.8,1774.53,1753.99,1759.85,-1295,-0.74
11/16/2022 0:00,1781.27,1784.89,1769.6,1773.84,-743,-0.42
11/15/2022 0:00,1769.62,1786.05,1766.5,1780.66,1104,0.62
11/14/2022 0:00,1762.4,1774.87,1753.47,1769.42,702,0.4
11/13/2022 0:00,1773.3,1773.3,1761.25,1763.34,-996,-0.56
11/11/2022 0:00,1752.1,1772.15,1746.51,1770.24,1814,1.02
11/10/2022 0:00,1706.33,1756.98,1703.3,1751.31,4498,2.57
11/9/2022 0:00,1711.05,1721.12,1700.51,1706.3,-475,-0.28
11/8/2022 0:00,1674.08,1716.79,1664.61,1711.44,3736,2.18
11/7/2022 0:00,1672.78,1681.64,1665.1,1674.1,132,0.08
11/6/2022 0:00,1671.9,1681.11,1671.7,1672.59,69,0.04
11/4/2022 0:00,1629.89,1681.57,1628.6,1680.3,5041,3
11/3/2022 0:00,1632.8,1640.76,1616.21,1629.67,-313,-0.19
11/2/2022 0:00,1646.8,1669.17,1631.01,1633.75,-1305,-0.8
11/1/2022 0:00,1631.31,1656.93,1630.45,1646.76,1545,0.94
10/31/2022 0:00,1642.15,1645.51,1630.9,1632.41,-974,-0.6
10/30/2022 0:00,1643.2,1645.32,1640.6,1643.48,28,0.02
10/28/2022 0:00,1662.02,1666.9,1637.34,1643.7,-1832,-1.11
10/27/2022 0:00,1667.17,1670.71,1654.5,1661.74,-543,-0.33
10/26/2022 0:00,1652.67,1674.81,1648.26,1667.22,1455,0.87
10/25/2022 0:00,1651.58,1660.95,1637.78,1652.73,115,0.07
10/24/2022 0:00,1660.4,1662.91,1643.96,1651.68,-872,-0.53
10/23/2022 0:00,1657.66,1669.1,1656.5,1661.36,370,0.22
10/21/2022 0:00,1627.29,1657.68,1617.47,1656.6,2931,1.77
10/20/2022 0:00,1627.27,1645.31,1621.61,1626.89,-38,-0.02
10/19/2022 0:00,1652.42,1653.35,1626,1627.17,-2525,-1.55
10/18/2022 0:00,1650.83,1660.71,1645.7,1652.32,149,0.09
10/17/2022 0:00,1646.7,1667.87,1645.71,1650.6,390,0.24
10/16/2022 0:00,1643.77,1647.62,1642.3,1647.62,385,0.23
10/14/2022 0:00,1662.3,1671.61,1639.81,1643.73,-1857,-1.13
10/13/2022 0:00,1673.54,1682.21,1642.83,1662.81,-1073,-0.65
10/12/2022 0:00,1664.65,1678.21,1661.01,1674.38,973,0.58
10/11/2022 0:00,1669.86,1683.93,1660.3,1663.9,-596,-0.36
10/10/2022 0:00,1695.99,1696.97,1664.37,1670.17,-2582,-1.55
10/9/2022 0:00,1694.69,1699.71,1693.5,1696.59,190,0.11
10/7/2022 0:00,1711.88,1714.76,1689.34,1693.7,-1818,-1.07
10/6/2022 0:00,1718.34,1725.24,1706.81,1711.42,-692,-0.4
10/5/2022 0:00,1724.84,1727.4,1700.1,1718.28,-656,-0.38
10/4/2022 0:00,1700.8,1729.1,1694.41,1725.54,2474,1.43
10/3/2022 0:00,1663.29,1702.48,1659.21,1700.84,3755,2.21
10/2/2022 0:00,1660.73,1665.02,1657.6,1664.24,351,0.21
9/30/2022 0:00,1664.67,1675.01,1658.61,1659.6,-507,-0.31
9/29/2022 0:00,1656.23,1665.14,1641.16,1663.41,718,0.43
9/28/2022 0:00,1628.44,1662.58,1615.04,1656.38,2794,1.69
9/27/2022 0:00,1627.85,1641.96,1625.94,1628.72,87,0.05
9/26/2022 0:00,1643.1,1649.22,1620.84,1627.82,-1528,-0.94
9/25/2022 0:00,1643.29,1645.57,1640,1643.86,57,0.03
9/23/2022 0:00,1672.6,1675.86,1639.6,1642.9,-2970,-1.81
9/22/2022 0:00,1666.83,1684.72,1655.93,1671.81,498,0.3
9/21/2022 0:00,1666.19,1687.62,1654.6,1667.03,84,0.05
9/20/2022 0:00,1676.3,1679.13,1660.12,1666.38,-992,-0.6
9/19/2022 0:00,1677.6,1678.67,1659.57,1675.81,-179,-0.11
9/18/2022 0:00,1675.24,1679.89,1673.7,1677.86,262,0.16
9/16/2022 0:00,1661.6,1679.91,1653.61,1674.74,1314,0.78
9/15/2022 0:00,1697.57,1697.7,1659.85,1662.33,-3524,-2.12
9/14/2022 0:00,1702.06,1706.89,1692.9,1697.52,-454,-0.27
9/13/2022 0:00,1725.54,1731.62,1697.21,1702.04,-2350,-1.38
9/12/2022 0:00,1717.38,1734.9,1711.7,1725.33,795,0.46
9/11/2022 0:00,1717.49,1734.9,1716.3,1718.4,91,0.05
9/9/2022 0:00,1710.6,1729.25,1709.14,1716.6,600,0.35
9/8/2022 0:00,1716.54,1728.03,1703.31,1710.58,-596,-0.35
9/7/2022 0:00,1703.28,1719.27,1690.87,1716.54,1326,0.77
9/6/2022 0:00,1713.92,1725.88,1699.2,1703.38,-1054,-0.62
9/5/2022 0:00,1707,1715.63,1707,1713.93,693,0.4
9/4/2022 0:00,1712.25,1712.25,1705.6,1708,-425,-0.25
9/2/2022 0:00,1696.3,1717.76,1695.6,1711.6,1530,0.89
9/1/2022 0:00,1708.79,1708.79,1689,1697.4,-1139,-0.67
8/31/2022 0:00,1723.17,1726.41,1705.68,1708.77,-1440,-0.84
8/30/2022 0:00,1739.46,1740.46,1720.91,1723.24,-1622,-0.94
8/29/2022 0:00,1733.81,1745.22,1719.71,1739.54,573,0.33
8/28/2022 0:00,1737.56,1739.6,1733.9,1734.59,-297,-0.17
8/26/2022 0:00,1756.42,1757.42,1733.63,1737.2,-1922,-1.11
8/25/2022 0:00,1750.96,1765.31,1749.7,1756.53,557,0.32
8/24/2022 0:00,1746.24,1755.69,1742.76,1750.91,467,0.27
8/23/2022 0:00,1735.47,1753.98,1731.07,1746.03,1056,0.6
8/22/2022 0:00,1743.3,1743.67,1727.5,1735.19,-811,-0.47
8/21/2022 0:00,1746.74,1746.74,1746.74,1746.74,0,0
8/19/2022 0:00,1758.36,1758.46,1744.7,1746.74,-1162,-0.67
8/18/2022 0:00,1764.72,1772.12,1755.46,1758.45,-627,-0.36
8/17/2022 0:00,1775.35,1782.17,1759.98,1764.87,-1048,-0.59
8/16/2022 0:00,1778.63,1782.99,1771.84,1775.37,-326,-0.18
8/15/2022 0:00,1799.12,1801.58,1772.32,1778.41,-2071,-1.16
8/14/2022 0:00,1801.97,1802.1,1798.9,1799.22,-275,-0.15
8/12/2022 0:00,1788.8,1802.03,1784.5,1801.53,1273,0.71
8/11/2022 0:00,1790.7,1799.11,1783.4,1789.01,-169,-0.09
8/10/2022 0:00,1793.98,1807.39,1786.8,1791.65,-233,-0.13
8/9/2022 0:00,1789.15,1799.67,1783.01,1793.98,483,0.27
8/8/2022 0:00,1774.19,1790.23,1771,1789.14,1495,0.84
8/7/2022 0:00,1774.99,1774.99,1770.21,1774.22,-77,-0.04
8/5/2022 0:00,1793.25,1794.72,1765.28,1773.83,-1942,-1.09
8/4/2022 0:00,1763.61,1794.76,1763.11,1793.14,2953,1.65
8/3/2022 0:00,1757.16,1772.54,1754.5,1763.63,647,0.37
8/2/2022 0:00,1772.09,1787.91,1754.9,1756.66,-1543,-0.88
8/1/2022 0:00,1761.7,1774.85,1758.44,1771.98,1028,0.58
7/31/2022 0:00,1766.03,1766.03,1760.96,1762.29,-374,-0.21
7/29/2022 0:00,1755.02,1767.85,1752.31,1766.01,1099,0.62
7/28/2022 0:00,1738.6,1757.04,1734.21,1754.93,1633,0.93
7/27/2022 0:00,1718.04,1740.1,1712.04,1738.7,2066,1.19
7/26/2022 0:00,1719.11,1727.93,1713.86,1717.85,-126,-0.07
7/25/2022 0:00,1725.31,1735.61,1714.21,1718.88,-643,-0.37
7/24/2022 0:00,1727.26,1727.26,1723.7,1724.62,-264,-0.15
7/22/2022 0:00,1718,1738.79,1712.86,1726.5,850,0.49
7/21/2022 0:00,1695.03,1720.2,1681.09,1718.45,2342,1.36
7/20/2022 0:00,1710.12,1713.91,1692.97,1695.31,-1481,-0.87
7/19/2022 0:00,1708.15,1718.17,1705.1,1709.87,172,0.1
7/18/2022 0:00,1709.93,1723.59,1706,1708.08,-185,-0.11
7/17/2022 0:00,1707.55,1710.5,1705.99,1710.24,269,0.16
7/15/2022 0:00,1712.11,1716.42,1699.2,1706.7,-541,-0.32
7/14/2022 0:00,1732.27,1733.48,1697.67,1711.62,-2065,-1.21
7/13/2022 0:00,1725.32,1745.01,1705.6,1731.9,658,0.38
7/12/2022 0:00,1733.3,1739.29,1722.86,1725.32,-798,-0.46
7/11/2022 0:00,1742.08,1743.38,1730.9,1733.3,-878,-0.51
7/10/2022 0:00,1742.09,1744.51,1740.1,1742.03,-6,0
7/8/2022 0:00,1741.94,1751.26,1733.5,1741.8,-14,-0.01
7/7/2022 0:00,1739.81,1748.93,1736.56,1741.84,203,0.12
7/6/2022 0:00,1768.82,1772.74,1731.6,1739.96,-2886,-1.66
7/5/2022 0:00,1809.12,1812.03,1763.8,1769.31,-3981,-2.25
7/4/2022 0:00,1808.39,1813.84,1803.89,1809.02,63,0.03
7/3/2022 0:00,1810.56,1810.83,1807.6,1808.18,-238,-0.13
7/1/2022 0:00,1806.52,1810.89,1784.59,1808.46,194,0.11
6/30/2022 0:00,1818.85,1824.39,1802.41,1806.58,-1227,-0.68
6/29/2022 0:00,1818.42,1832.59,1813.07,1818.87,45,0.02
6/28/2022 0:00,1823.18,1829.31,1817.7,1818.37,-481,-0.26
6/27/2022 0:00,1830.5,1840.86,1819.73,1823.49,-701,-0.38
6/26/2022 0:00,1827.16,1836.12,1825.5,1830.85,369,0.2
6/24/2022 0:00,1824.6,1831.46,1817.17,1827.07,247,0.14
6/23/2022 0:00,1836.4,1844.69,1821.5,1824.66,-1174,-0.64
6/22/2022 0:00,1830.95,1847.74,1823,1836.56,561,0.31
6/21/2022 0:00,1838.82,1843.49,1828.3,1831.26,-756,-0.41
6/20/2022 0:00,1838.47,1845.91,1834.8,1839.09,62,0.03
6/19/2022 0:00,1839.37,1840.17,1834.3,1838.28,-109,-0.06
6/17/2022 0:00,1851.34,1852.89,1834.15,1839.95,-1139,-0.62
6/16/2022 0:00,1833.03,1857.45,1816.18,1850.9,1787,0.97
6/15/2022 0:00,1810.84,1841.58,1808.73,1833.81,2297,1.25
6/14/2022 0:00,1821.32,1831.29,1804.3,1810.89,-1043,-0.58
6/13/2022 0:00,1876.47,1877.2,1811.36,1820.88,-5559,-3.05
6/12/2022 0:00,1871.28,1878.56,1870,1876.68,540,0.29
6/10/2022 0:00,1847.12,1875.66,1825.97,1871.22,2410,1.29
6/9/2022 0:00,1852.71,1855.32,1840.23,1847.02,-569,-0.31
6/8/2022 0:00,1853.63,1859.53,1844.71,1852.74,-89,-0.05
6/7/2022 0:00,1839.16,1855.42,1836.81,1853.53,1437,0.78
6/6/2022 0:00,1851.91,1857.53,1838.2,1839.55,-1236,-0.67
6/5/2022 0:00,1850.2,1853.21,1849.4,1851.72,152,0.08
6/3/2022 0:00,1869.91,1873.86,1846.9,1850.89,-1902,-1.03
6/2/2022 0:00,1845.56,1870.54,1843.4,1869.73,2417,1.29
6/1/2022 0:00,1836.2,1849.92,1828.1,1845.99,979,0.53
5/31/2022 0:00,1852.37,1857.05,1834.69,1836.31,-1606,-0.87
5/30/2022 0:00,1849.64,1863.73,1848.66,1852.42,278,0.15
5/29/2022 0:00,1853.38,1853.76,1848,1849.77,-361,-0.2
5/27/2022 0:00,1851.8,1861.86,1848.01,1853.03,123,0.07
5/26/2022 0:00,1853.96,1854.24,1841.3,1852.96,-100,-0.05
5/25/2022 0:00,1867.61,1868.03,1843.11,1854,-1361,-0.73
5/24/2022 0:00,1854.11,1869.59,1849.37,1867.35,1324,0.71
5/23/2022 0:00,1845.7,1865.09,1845.7,1853.78,808,0.44
5/22/2022 0:00,1846.29,1852.58,1843.86,1845.96,-33,-0.02
5/20/2022 0:00,1841.7,1849.28,1832.61,1846.4,470,0.25
5/19/2022 0:00,1816.1,1849.13,1810.94,1842.09,2599,1.41
5/18/2022 0:00,1814.67,1824.43,1807.34,1816.11,144,0.08
5/17/2022 0:00,1826.98,1835.93,1812.6,1814.54,-1244,-0.69
5/16/2022 0:00,1812.49,1829.23,1787.05,1826.38,1389,0.76
5/15/2022 0:00,1811.45,1814.54,1809.4,1813.1,165,0.09
5/13/2022 0:00,1821.29,1828.74,1799.17,1810.27,-1102,-0.61
5/12/2022 0:00,1853.86,1858.73,1810.33,1820.4,-3346,-1.84
5/11/2022 0:00,1833.43,1857.48,1831.9,1854.04,2061,1.11
5/10/2022 0:00,1854.39,1865.27,1833.3,1833.49,-2090,-1.14
5/9/2022 0:00,1881.39,1882.11,1851.9,1854.67,-2672,-1.44
5/8/2022 0:00,1883.01,1885.44,1879.7,1881.18,-183,-0.1
5/6/2022 0:00,1874.51,1892.48,1866.23,1883.52,901,0.48
5/5/2022 0:00,1893.94,1909.69,1872.56,1874.32,-1962,-1.05
